prior_pool_row,prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle,FractionCSP3,HBA,TPSA,cLogP,BertzCT,HeavyAtomCount,selfies_len_tokens,branch_token_count,ring_token_count,token_entropy
92,92,[N][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][=C][Ring1][Branch2][C@H1][Branch1][C][C][C@@H1][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring1][N][C][=C][Ring1][=N][C][=C][Ring2][Ring1][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][F],NOC(=O)CC(=O)N=C[C@H1](C)[C@@H1](C(=O)OC1)CC=CC=CC=C1C(=O)F,C[C@@H](C=NC(=O)CC(=O)ON)[C@@H]1CC=CC=CC=C(C(=O)F)COC1=O,True,True,0.35294117647058826,7.0,125.12,1.1249,645.5257954347982,26.0,49.0,9.0,6.0,2.2530025696630993
93,93,[C][O][C][=Branch1][C][=O][C][=N][C][=C][Branch2][Ring1][=C][C][N][C][=C][C][C][Ring1][=Branch1][C][Ring1][#Branch1][N][Branch1][N][C][S][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][N][Ring1][C],COC(=O)C=NC=CC12NC=CCC1C2N(CS(=O)CCC=O)C=N,COC(=O)C=NC=CC12NC=CCC1C2N(C=N)CS(=O)CCC=O,True,True,0.5,7.0,111.91999999999999,0.19237000000000065,597.5278502336548,25.0,42.0,7.0,4.0,1.9459101490553135
94,94,[C][C][N][C][=C][NH1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][C][=C][Ring1][N][C][C@H1][Branch1][C][C][C][=C][Branch1][#Branch1][O][C][C][=C][Ring1][#C][Cl][N][C][C][=C][Branch1][C][O][C][=C][Ring2][Ring1][#Branch1][S][Ring2][Ring1][=Branch2][C][=C],CCN1C=C[NH1]C(=O)OC=CC(C)=C1C[C@H1](C)C=C(OCC=C)Cl,C=CCOC(Cl)=C[C@@H](C)CC1=C(C)C=COC(=O)NC=CN1CC,True,True,0.3888888888888889,4.0,50.80000000000001,4.616000000000004,536.3856189774724,24.0,54.0,8.0,6.0,2.192598951236014
95,95,[C][C][C][Branch1][C][N][C][C@@H1][C][=Branch1][C][=O][N][C][C][C@][Ring1][S][C][=Branch1][#Branch1][=C][C][Branch1][C][C][N][C][C][Ring1][=N][C][Ring1][S][C][C][Ring2][Ring1][=Branch1][C][=N][C][Branch1][C][N][=O],C12CC(N)C3[C@@H1]C(=O)NCC[C@]1C(=CC(C)N)CCC3CC2C=NC(N)=O,CC(N)C=C1CCC2CC(C=NC(N)=O)C3CC(N)C2[CH]C(=O)NCC[C]13,True,True,0.65,4.0,136.59,1.0878800000000015,601.5278502336548,27.0,46.0,7.0,5.0,1.9639482900430225
96,96,[C][O][C][=C][C][Branch2][Ring2][C][C][=C][C][N][=C][Ring1][=Branch1][O][C][C][=C][Branch2][Ring2][C][=C][N][=C][Ring1][=Branch1][C][=Ring1][=Branch2][S][Ring1][N][=Branch1][C][=O][=O][C][Branch1][C][C][O][C][=N][S][Branch1][C][Cl][=C][Ring2][Ring1][=Branch2][N][C][Ring2][Ring1][=N],C1OC=CC21C=CC3N=C2OC4C=CCN=C4CS3(=O)=O,O=S1(=O)CC2=NCC=CC2OC2=NC1C=CC21C=COC1,True,True,0.42857142857142855,6.0,77.32,0.6355,703.1372703609895,21.0,57.0,9.0,10.0,2.361770877620507
97,97,[C][C][O][C][O][C][C][C][=C][C][Branch1][C][N][C][=C][O][C][=N][Ring1][=Branch1][C][Branch1][C][C][=C][Branch1][C][F][C][=C][N][Ring1][#Branch1][C][#C][C][C][O][C][C][=C][Ring2][Ring1][Branch1],CCOCOCCC=CC(N1)C=COC=N1,CCOCOCCC=CC1C=COC=NN1,True,True,0.5454545454545454,5.0,52.08,1.3886999999999998,232.42286534333687,16.0,44.0,6.0,4.0,1.881136880524314
98,98,[C][O][C][C][=C][Branch1][Branch2][C][C][=C][C][=Branch1][Ring2][=O][C][O][C][C][N][Ring1][=C][C][=C][N][=C][Branch1][#Branch2][C][S][C][=C][N][=C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][O][C][C][Ring1][=Branch2][Ring1][N][C][=C][Ring1],C1OCC=C(CC=CC=O)CCN1C=CN=C(CS2C3=CN=C4C2)C(=O)CCOCC43C#C,C#CC12COCCC(=O)C(=NC=CN3CCC(CC=CC=O)=CCOC3)C[SH]3CC1=NC=C32,True,True,0.44,7.0,80.56,2.5698000000000008,979.5459254629819,33.0,52.0,8.0,6.0,2.0376512711695614
99,99,[O][C][=N][N][=C][C][=C][C][=C][Branch1][C][F][C][=C][N][=C][Ring1][Branch2][S][N][C][=C][Branch1][Ring1][C][C][=C][C][Branch1][=Branch2][C][=C][N][=C][C][Ring1][=Branch1][=C][Ring1][O][C][=C][Ring2][Ring1][C][=C][=Ring2][Ring1][O],OC=NN=C1C=C2C=C(F)C=CN=C2SNC=C(CC)CC3(C=CN=CC3=C)C=CC1,C=C1C=NC=CC12C=CCC(=NN=CO)C=C1C=C(F)C=CN=C1SNC=C(CC)C2,True,True,0.21739130434782608,6.0,81.7,5.656700000000004,988.6385287573655,31.0,49.0,6.0,8.0,2.135685003492004
100,100,[C][C][C][=C][C][=C][Branch1][Branch2][C][C][=C][C][=C][Ring1][Branch1][S][Branch1][#C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][F][C][=N][Ring1][#C][C@@H1][Branch1][C][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=Ring1][#Branch2][Ring2][Ring1][Ring1],CCC=C1C=C(C2C=CC=C23)S(C=C(C=C3F)N1[C@@H1])(N=4)C=CC(C(=O)C)C=CC=4,[CH]N1C(=CCC)C=C2C3C=CC=C3C(F)=CC1=CS21C=CC(C(C)=O)C=CC=N1,True,True,0.20833333333333334,3.0,32.67,6.048290000000005,992.6385287573656,29.0,53.0,12.0,7.0,2.2317616950571653
101,101,[C][C][C][=Branch1][C][=O][N][=C][Ring1][=Branch1][C][S][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][C][C][=O][=N][C][Branch1][C][C][=C][N][=C][Ring1][=Branch2][C][Branch1][Ring1][O][C][=C][C][=C][Ring2][Ring1][Ring2][F][C][=C][C][=C][Ring1][=Branch2][F],C12CC(=O)N=C1CS(C(=O)OC(C)=O)OC=CC=C2F,CC(=O)OC(=O)[SH]1CC2=NC(=O)CC2C(F)=CC=CO1,True,True,0.3333333333333333,5.0,82.03000000000002,1.9705,522.2415647232906,20.0,54.0,10.0,8.0,2.2370600416454076
102,102,[Cl][C][Branch2][C][=Branch1][C][=O][C][Branch1][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][Branch1][C][C][O][C][N][/S][=Branch1][C][=O][C][=C][C][=C][Ring1][N][Ring2][Ring1][Ring2][C][=C][Ring1][#Branch2],ClC(C=O)C=CC(=O)OC=CC(O)C(N1C(C)O)CN/S(=O)C=CC=C1,CC(O)N1C=CC=CS(=O)NCC1C(O)C=COC(=O)C=CC(Cl)C=O,True,True,0.375,7.0,116.17000000000002,0.06989999999999968,579.1595681836991,26.0,53.0,11.0,6.0,2.2038422579418078
103,103,[C][O][C][=C][Branch1][C][N][C][=C][C][=Branch1][C][=O][N][C][=C][Ring1][Branch2][C][Branch2][Ring1][C][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][=C][=O][N][=C][Ring1][S],C1OC=C(N2)C=CC(=O)NC=C2C1OC3=CC(C)=CC=C3C=C=O,Cc1ccc(C=C=O)c(OC2COC=C3C=CC(=O)NC=C2N3)c1,True,True,0.16666666666666666,5.0,76.66,1.57582,776.2563794508652,24.0,41.0,6.0,4.0,1.9661945763400324
104,104,[C][#C][C][=C][N][=C][C][Branch1][C][S][C][=C][C][=Branch1][=C][=O][C][=N][O][Ring1][=Branch1][C],C#CC=CN=CC(S)C=CC=O,C#CC=CN=CC(S)C=CC=O,True,True,0.1111111111111111,3.0,29.43,1.2575999999999998,233.25415011250038,12.0,22.0,3.0,1.0,2.0198149924929454
105,105,[C][C][C][C][=C][C][Branch1][C][O][C][Branch1][C][C][S][C][=C][Branch1][#Branch2][N][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][C][Cl][=C][Ring2][Ring1][C][=C][Ring2][Ring1][S],CCCC1=CC(O)C(C)SC=C(NC=CC=CC1)C=CC=C(F)C(Cl)=CCl,CCCC1=CC(O)C(C)SC=C(C=CC=C(F)C(Cl)=CCl)NC=CC=CC1,True,True,0.3333333333333333,3.0,32.26,6.828700000000006,643.525795434798,27.0,51.0,7.0,7.0,1.9862677162183748
106,106,[C][C][=C][Branch1][Ring2][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][Branch1][C][F][Branch1][C][F][C][=C][Ring1][=C][N][C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][Ring2][=C][C][=C][C][=Ring1][#Branch1],C1C2=C(C=NC)C2C(=O)N1C(F)(F)C=C,C=CC(F)(F)N1CC2=C(C=NC)C2C1=O,True,True,0.4,2.0,32.67,1.2344,376.84249102171253,15.0,46.0,10.0,6.0,2.1649921478467733
107,107,[C][C][C][=C][C][=C][C][=Branch1][C][=O][NH1][C][Branch1][#C][C][O][C][Branch1][C][C][=C][C][Branch1][C][C][=N][N][C][C][Ring1][#Branch1][C][Branch1][O][C][S][C][C][Branch1][C][C][C][C][Ring1][=Branch2][C][Branch1][C][F][=C][Ring2][Ring1][O][C],CCC=CC=C1C(=O)[NH1]C(COC(C)=C2C(C)=NNC)C23C(CSCC(C)CC3)C(F)=C1C,CCC=CC=C1C(=O)NC2COC(C)=C(C(C)=NNC)C23CCC(C)CSCC3C(F)=C1C,True,True,0.6153846153846154,5.0,62.72,5.286100000000006,882.9990981130845,33.0,54.0,9.0,4.0,1.917224724824025
108,108,[C][N][C][=N][C][Branch1][=N][C][C][=C][N][C][Branch2][Ring1][C][C@H1][Branch1][C][O][N][Ring1][#Branch1][C][=C][Branch1][#C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][C][C],C1NC=NC1(CC2=C3N4C[C@H1](O)N2C=CC(=O)N4C(OC)C=C)C=C3C,C=CC(OC)N1C(=O)C=CN2C3=C(C(C)=CC4(CNC=N4)C3)N1C[C@@H]2O,True,True,0.4444444444444444,7.0,80.64,0.28370000000000006,740.0000000000001,26.0,48.0,9.0,7.0,2.2105843633845086
109,109,[C][#C][C][C][C][C][Branch1][C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][Ring2][C][O][C][=C][Branch1][C][F][C][=C][Branch1][C][\C][C][Ring1][=Branch2][/C][=C][/C][=C][C][=Branch1][C][=O][C][Ring2][Ring1][Ring1],C#CC1CCC(C)=C1C2=CC(C3OC=C(F)C=C(\C)C3/C=C/C=C)C(=O)C2,C#CC1CCC(C)=C1C1=CC(C2OC=C(F)C=C(C)C2/C=C/C=C)C(=O)C1,True,True,0.375,2.0,26.3,5.375900000000005,827.754315965338,27.0,45.0,7.0,7.0,2.067125646014013
110,110,[C][O][C][=C][Branch1][C][F][C][Branch1][C][N][=C][C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][N][Ring1][#Branch1][C][Branch1][C][C][=C][Ring1][N][C][Branch1][C][I][=C][N][Branch1][#Branch1][C],COC=C(F)C(N)=C1CC(C=CC=C(F)NC(C)=C1CI)=CNC,CNC=C1C=CC=C(F)NC(C)=C(CI)C(=C(N)C(F)=COC)C1,True,True,0.29411764705882354,4.0,59.31,3.829200000000002,612.4237512704517,24.0,43.0,10.0,3.0,1.959429505942473
111,111,[C][=C][C][=Branch1][C][=O][C][C][O][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][C][Br][C][=C][Ring1][O][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][N][C][C][Branch1][C][O][C][C][Ring1][S][=O],C=CC(=O)C1COC(=CC(=CC2Br)C3=C1C=C)C(O)=C3CNCC(O)CC2=O,C=CC(=O)C1COc2cc3c(c(c2O)CNCC(O)CC(=O)C(Br)C=3)=C1C=C,True,True,0.3333333333333333,6.0,95.86000000000001,0.4598999999999999,937.2308972347587,28.0,44.0,6.0,4.0,1.9533373024581209
112,112,[C][O][C][C@H1][C][Branch1][#Branch2][C][C][C][=C][C][Branch1][C][F][F][=N][C][Branch2][Ring1][C][N][Branch1][C][F][F][C][=Branch1][C][=O][C][=C][Ring1][N][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Branch1][C][Cl][C][Ring1][=Branch2],COC[C@H1]C(CCC=CC(F)F)=NC(N(F)F)=CC=C(Cl)C,COC[CH]C(CCC=CC(F)F)=NC(=CC=C(C)Cl)N(F)F,True,True,0.42857142857142855,3.0,24.83,4.934590000000004,395.75424759098905,22.0,49.0,9.0,4.0,2.16701684956813
113,113,[C][C][C][C][=C][C][Branch2][Ring1][=Branch1][C][N][C][=C][Ring1][Branch1][C][=C][/C][NH1][C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2],CCCC=CC1CNC=C1C2=C/C[NH1]CC=C(O)C=C2,CCCC=CC1CNC=C1C1=CCNCC=C(O)C=C1,True,True,0.4117647058823529,3.0,44.29,2.973700000000001,454.4299824400822,20.0,29.0,5.0,3.0,1.900116499408863
114,114,[N][#C][C][=C][C][Branch2][Ring1][P][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][C][N][C][=C][C][Branch1][C][F][=N][Ring1][Branch1][C][=C][Ring1][=Branch2][O][C][Ring2][Ring1][#C][=Ring2][Ring1][N],N#CC=CCCC(=O)C(=O)OC1=CC=NC=C1CNC(=O)CCNC2=CC(F)=N2,N#CC=CCCC(=O)C(=O)Oc1ccncc1CNC(=O)CCNC1=CC(F)=N1,True,True,0.2631578947368421,8.0,133.54000000000002,1.23498,876.8585471378691,29.0,59.0,9.0,9.0,2.312521441512978
115,115,[C][S][C][=C][C][Branch1][#Branch1][C][=C][C][C][=C][Ring1][Branch1][N][C][=C][C][=C][Ring1][Branch2][C][Branch1][=C][N][C][=C][Ring1][O][S][Branch1][C][F][=O][C][=C][Ring1][=C][C][#N],CSC=CC(C1=CC2C3=C1)NC=CC=C2C(NC=C3S(F)=O)=CC#N,CSC=CC1NC=CC=C2C(=CC#N)NC=C(S(=O)F)C3=CC1=CC23,True,True,0.16666666666666666,5.0,64.91999999999999,3.2428800000000013,821.754315965338,25.0,40.0,6.0,4.0,2.014321792758315
116,116,[N][C][N][C][=Branch1][C][=S][C][C][=O][C][N][Ring1][Branch1][C][=N][N][=C][Branch2][Ring1][C][=C][Branch1][=N][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][C][=C][N][Ring1][#C][C][Ring2][Ring1][Ring1][N][Ring2][Ring1][C],NCNC(=S)CC=O,NCNC(=S)CC=O,True,True,0.5,3.0,55.12,-0.5914000000000001,80.03910001730775,8.0,52.0,7.0,9.0,2.1515583019713262
117,117,[O][C][=Branch1][C][=O][C@@][C][=C][C][=N][C][Branch2][Ring1][Branch1][C][C][C@H1][C][C][=C][Branch1][Branch2][C][N][=C][Ring1][#Branch1][C][=C][Ring1][=N][F][C][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][C][Branch1][C][F][=C][Ring2][Ring1][#Branch2][C][=C],O1C(=O)[C@@]C=CC=NC(CC[C@H1]2CC=C3CN=C2C=C)C(Cl)=C3C(F)=C1C=C,C=CC1=NCC2=CC[C@@H]1CCC1N=CC=C[C]C(=O)OC(C=C)=C(F)C2=C1Cl,True,True,0.2727272727272727,4.0,51.019999999999996,4.847190000000004,844.469200207693,28.0,51.0,10.0,6.0,2.313170548951696
118,118,[C][C][=N][N][=C][Branch1][Ring1][PH2][#N][C][C][=C][C][Branch2][Ring2][#Branch1][C][=C][N][C][=Branch1][C][=O][C][C][=C][Branch2][Ring1][=C][C][=C][Branch1][=Branch2][C][C][N][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][Br][S][Ring2][Ring1][C][C][C][Ring2][Ring1][=N],CC=NN=C([PH2]=N)CC=CC(C=CNC(=O)CC=CC=C(C1CNC(C)N)C(=O)C=C1Br)=N,CC=NN=C(CC=CC(=N)C=CNC(=O)CC=CC=C1C(=O)C=C(Br)C1CNC(C)N)[PH2]=N,True,True,0.3181818181818182,8.0,156.64,3.404440000000001,899.6849820434248,33.0,59.0,10.0,8.0,2.2579862032208307
119,119,[C][C][C][=C][Branch1][=Branch2][C@@H1][C][C][C@H1][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Ring1][P][C][Branch1][Branch2][N][=N][C][Ring2][Ring1][Ring1][O][C][C][N][Branch1][C][C][C][F][C][=C][Ring1][#C][C][C][Ring1][N],CCC1=C([C@@H1]CC[C@H1]1OC)C=O,CCC1=C(C=O)[CH]CC[C@H]1OC,True,True,0.6,2.0,26.3,1.90499,186.21499122004107,12.0,53.0,8.0,7.0,2.211223935327908
120,120,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][NH1][C][=Ring1][#Branch1][C][O][C][C][O][C][=C][C][Ring1][=Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][Branch1][#Branch1][C][=C][Ring1][=N][C][C][Ring2][Ring1][Branch1][=C][C],CCOC(=O)C1=CC=C[NH1]CCOC2COC=CC2=COC(=O)C=CC1(C=CCC)CC,CCC=CC1(CC)C=CC(=O)OC=C2C=COCC2OCCNC=CC=C1C(=O)OCC,True,True,0.44,7.0,83.09,3.8678000000000035,791.8949464100463,32.0,47.0,7.0,5.0,1.9388337554480393
121,121,[O][=C][N][=C][C][=C][Branch2][Ring1][Branch1][C][=N][C][=C][C][Branch1][C][O][C][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#C][C][Branch1][C][C][=C][NH1][C][=N][C][Ring2][Ring1][C][Br],O=CN=CC=C(C=NC=CC(O)CC(F)F)CCl,O=CN=CC=C(C=NC=CC(O)CC(F)F)CCl,True,True,0.36363636363636365,3.0,62.019999999999996,1.9794,323.94747320502313,18.0,51.0,7.0,5.0,2.0990685368380886
122,122,[C][C][C][=C][Branch1][#Branch2][C][N][C@H1][C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C@@H1][Ring1][=Branch2][C][=C][Branch1][C][C][C][Branch1][C][F][=C][Ring1][O],CCC=C(CN[C@H1]CC=CC=CC)C(=O)C1=CC=C(C(N)=O)C[C@@H1]1C=C(C)C(F)=C,C=C(F)C(C)=C[C@H]1CC(C(N)=O)=CC=C1C(=O)C(=CCC)CN[CH]CC=CC=CC,True,True,0.32,3.0,72.19,4.953190000000004,798.9763750353875,30.0,48.0,11.0,2.0,1.959924067591238
123,123,[C][C][C@H1][Branch2][Ring1][Branch2][O][C][=N][C][Branch1][P][C][N][=C][Branch1][C][F][C][=C][Ring1][=Branch1][C][#N][Branch2][Ring1][C][=C][S][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][C][=O][C][Ring2][Ring1][=Branch1][C][=C][C][O],CC[C@H1](OC=NC(C1N=C(F)C=C1C#N)S)C=O,CC[C@@H](C=O)OC=NC(S)C1N=C(F)C=C1C#N,True,True,0.45454545454545453,6.0,74.81,1.46488,411.80948937435596,18.0,52.0,10.0,5.0,2.2752915116056913
124,124,[C][C][C][=C][N][Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][Ring1][C][#C][C][=C][C][N][=C][Ring1][#Branch1][N][C][=C][C][=C][Branch1][C][C][N][=C][C][Ring1][=Branch1],CCC=CN(O)C(=O)C=C(C#C)C=CCN=CNC=CC1=C(C)N=CC1,C#CC(C=CCN=CNC=CC1=C(C)N=CC1)=CC(=O)N(O)C=CCC,True,True,0.25,4.0,77.28999999999999,3.123800000000002,705.6274953566627,26.0,38.0,6.0,3.0,1.8542895913703739
125,125,[C][C][=C][N][C][=C][C][=N][C][Branch1][#C][N][C][C][Br][=C][C][=C][Ring1][N][O][C][Branch1][C][C][C][O][=C][C][Branch1][Ring1][C][C][=N][Ring2][Ring1][=Branch1],C1C=CNC=CC=NC(NCCBr)COCC(CC)=N1,CCC1=NCC=CNC=CC=NC(NCCBr)COC1,True,True,0.5714285714285714,5.0,58.010000000000005,1.8659999999999999,341.0498111861476,20.0,37.0,4.0,4.0,1.9534032667264836
126,126,[C][C@][C][=C][C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=C][C][=C][C][Ring1][=Branch1][S][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][C][Branch1][C][F][=C][C][C@][Ring2][Ring1][O][C][=C][Ring2][Ring1][#Branch2][O],C[C@]C=C1C(S(=O)NC=CC2=CCC=CC2SC(=O)NC=N)C(C)=CC(F)=CC[C@]1C=CO,C[C]C=C1[C](C=CO)CC=C(F)C=C(C)C1S(=O)NC=CC1=CCC=CC1SC(=O)NC=N,True,True,0.25,5.0,102.28000000000002,5.303950000000004,919.0851272670145,33.0,54.0,9.0,6.0,2.2661231154381887
127,127,[C][C][=C][C][=C][=N][C][Branch2][Ring1][C][C][Ring1][=Branch1][=C][Branch1][C][F][C][=C][Branch1][C][F][C][=C][Ring1][Ring2][C][O][Ring1][=Branch2][=C][Branch1][C][O][C][=C][Ring1][#C][C][=C][C][=C][Ring1][P][N][C][=C][O][C][Branch1][C][C][=C][Ring1][=Branch2],CC=C1C=C=NC(C1=C(F)C=C(F)C=CC)O,CC=CC(F)=CC(F)=C1C(=CC)C=C=NC1O,True,True,0.23076923076923078,2.0,32.59,3.143700000000002,458.2667786696706,17.0,55.0,8.0,8.0,2.0517665910314657
128,128,[C][=C][Branch1][C][O][C][=C][C][=N][C][=C][Branch1][Ring1][O][C][C][=N][Ring1][#Branch1][C@H1][Branch1][C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][Ring1][#Branch1][=C][C][Ring1][N][=O],C=C(O)C=CC=NC=C(OC)C=N,C=C(O)C=CC=NC=C(C=N)OC,True,True,0.1111111111111111,4.0,65.67000000000002,1.8224699999999998,249.2118756352258,13.0,42.0,7.0,6.0,2.1843312629461904
129,129,[C][=C][Branch2][Ring2][#C][C][=N][O][C][C][=C][Branch2][Ring2][C][C][N][Branch1][#Branch1][C][=C][O][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C@][Ring1][=Branch1][C][=C][C][=C][Ring1][=C][C][O][C][=C][Ring2][Ring1][#Branch1][Br][C][=Branch1][C][=O][C][C@H1][Ring2][Ring1][=C][C][=Branch1][C][=O][O][C],C1=C(C=NOCC=C(C2N(C=COCNC(=O)[C@]C=C)C=C2COC=CBr)C=O)[C@H1]1C(=O)OC,C=C[C]C(=O)NCOC=CN1C=C(COC=CBr)C1C(C=O)=CCON=CC1=C[C@@H]1C(=O)OC,True,True,0.2608695652173913,9.0,115.76,2.12289,892.3228035743816,34.0,61.0,11.0,8.0,2.3474000626500215
130,130,[C][C@H1][C][=C][C@@][Ring1][#Branch1][N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][C][C@H1][Ring1][S][C][=N][C][Branch1][C][C][=C][N][Ring1][Branch1][C][=C][Ring1][#C][C][Cl][C][=C][Branch1][Ring1][C][C][N][=C][Ring2][Ring1][N],C1[C@H1]C2=C[C@@]1NC=CC3=CC=C4C=C3NNC[C@H1]2C=NC(C)=CNC=C4CCl,CC1=CNC=C(CCl)c2ccc3c(c2)NNC[C@@H](C=N1)C1=C[C](C[CH]1)NC=C3,True,True,0.22727272727272727,5.0,60.48,3.9745800000000022,856.0245467405708,28.0,51.0,5.0,8.0,2.1303858886916927
131,131,[C][C][C][=C][C][=C][C][=C][C][Branch2][Ring1][N][O][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][Ring1][N][Branch1][C][I][C][=N][Ring2][Ring1][C][=C][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch1],CCC=CC=C1C=C2C3(OC=CC=NC=CC(Cl)=CC13C(=O)N)C=N2,CCC=CC=C1C=C2N=CC23OC=CC=NC=CC(Cl)=CC13C(N)=O,True,True,0.21052631578947367,4.0,77.03999999999999,3.3225000000000016,800.9763750353875,25.0,56.0,9.0,6.0,2.203765630322507
132,132,[C][N][C][C][=Branch1][C][=O][C][C][=Branch1][Ring1][=C][Branch2][Ring2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][#C][C@H1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][=N][C][Branch1][Ring1][C][O][C][C][Ring1][S],CNCC(=O)CC=CC1=CC=NC=C1C([C@H1]COC(Cl)=CNCCO)CC,CCC([CH]COC(Cl)=CNCCO)c1cnccc1C=CCC(=O)CNC,True,True,0.45,6.0,83.48,2.607490000000001,587.8108031804464,27.0,46.0,8.0,6.0,2.1684323646597607
133,133,[C][=C][Branch1][C][O][C][Branch2][Ring2][Branch1][C][C][=N][C][=C][Branch2][Ring1][N][/C][=C][/C][=C][C][Branch1][C][F][=C][Branch1][C][N][C][=C][C][=C][Ring1][Branch1][C][C][=C][Ring1][O][C][Branch1][C][C][=N][Ring1][S][O][C][=C][Ring2][Ring1][O],C1=C(O)C1(CC=NC=C(/C=C/C=CC(F)=C(N2)C=CC=C2CC=CCC)N)OC=C,C=COC1(CC=NC=C(N)/C=C/C=CC(F)=C2C=CC=C(CC=CCC)N2)C=C1O,True,True,0.20833333333333334,5.0,79.87,5.294900000000005,870.9990981130848,30.0,53.0,8.0,7.0,2.0983288253898675
134,134,[C][C][=C][Branch1][C][F][C][=N][C][Branch2][Ring1][C][O][C][C][Ring1][=Branch1][C][C@H1][Branch1][C][F][C][=C][C][=C][Ring1][=Branch1][I][C][C@H1][Ring2][Ring1][C][=N][=C],CC=C(F)C1=NC(OCC1C[C@H1](F)C=CC=CI)C[C@H1]N=C,C=N[CH]CC1N=C(C(F)=CC)C(C[C@H](F)C=CC=CI)CO1,True,True,0.4375,3.0,33.95,4.758790000000005,444.6587689043805,22.0,36.0,5.0,5.0,2.056612568756882
135,135,[C][C][C][C][=N][N][Branch1][C][O][C][=C][C][Branch1][C][N][=C][PH1][Branch1][C][F][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][S][C][=Branch1][C][=O][C][O][C][Branch1][C][C][=O][C][S],CCCC=NN(O)C=CC(N)=C[PH1](F)C1=CC=CC(Cl)=C1SC(=O)COC(C)=O,CCCC=NN(O)C=CC(N)=C[PH](F)c1cccc(Cl)c1SC(=O)COC(C)=O,True,True,0.2777777777777778,8.0,105.22,4.036700000000002,754.2430314393537,29.0,45.0,7.0,1.0,1.994346888883644
136,136,[C][C][Branch1][C][O][C][C][C][=C][C][=C][N][C][Branch1][C][N][Branch1][Ring1][C][N][Branch1][C][F][F][C][=N][Ring1][O],CC(O)CCC=CC=CNC(N)(CN)CF,CC(O)CCC=CC=CNC(N)(CN)CF,True,True,0.6363636363636364,4.0,84.3,0.3900999999999998,204.07820003461555,16.0,28.0,4.0,2.0,1.7534519547316518
