prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle
116,[N][C][N][C][=Branch1][C][=S][C][C][=O][C][N][Ring1][Branch1][C][=N][N][=C][Branch2][Ring1][C][=C][Branch1][=N][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][C][=C][N][Ring1][#C][C][Ring2][Ring1][Ring1][N][Ring2][Ring1][C],NCNC(=S)CC=O,NCNC(=S)CC=O,True,True
117,[O][C][=Branch1][C][=O][C@@][C][=C][C][=N][C][Branch2][Ring1][Branch1][C][C][C@H1][C][C][=C][Branch1][Branch2][C][N][=C][Ring1][#Branch1][C][=C][Ring1][=N][F][C][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][C][Branch1][C][F][=C][Ring2][Ring1][#Branch2][C][=C],O1C(=O)[C@@]C=CC=NC(CC[C@H1]2CC=C3CN=C2C=C)C(Cl)=C3C(F)=C1C=C,C=CC1=NCC2=CC[C@@H]1CCC1N=CC=C[C]C(=O)OC(C=C)=C(F)C2=C1Cl,True,True
118,[C][C][=N][N][=C][Branch1][Ring1][PH2][#N][C][C][=C][C][Branch2][Ring2][#Branch1][C][=C][N][C][=Branch1][C][=O][C][C][=C][Branch2][Ring1][=C][C][=C][Branch1][=Branch2][C][C][N][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][Br][S][Ring2][Ring1][C][C][C][Ring2][Ring1][=N],CC=NN=C([PH2]=N)CC=CC(C=CNC(=O)CC=CC=C(C1CNC(C)N)C(=O)C=C1Br)=N,CC=NN=C(CC=CC(=N)C=CNC(=O)CC=CC=C1C(=O)C=C(Br)C1CNC(C)N)[PH2]=N,True,True
119,[C][C][C][=C][Branch1][=Branch2][C@@H1][C][C][C@H1][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Ring1][P][C][Branch1][Branch2][N][=N][C][Ring2][Ring1][Ring1][O][C][C][N][Branch1][C][C][C][F][C][=C][Ring1][#C][C][C][Ring1][N],CCC1=C([C@@H1]CC[C@H1]1OC)C=O,CCC1=C(C=O)[CH]CC[C@H]1OC,True,True
120,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][NH1][C][=Ring1][#Branch1][C][O][C][C][O][C][=C][C][Ring1][=Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][Branch1][#Branch1][C][=C][Ring1][=N][C][C][Ring2][Ring1][Branch1][=C][C],CCOC(=O)C1=CC=C[NH1]CCOC2COC=CC2=COC(=O)C=CC1(C=CCC)CC,CCC=CC1(CC)C=CC(=O)OC=C2C=COCC2OCCNC=CC=C1C(=O)OCC,True,True
121,[O][=C][N][=C][C][=C][Branch2][Ring1][Branch1][C][=N][C][=C][C][Branch1][C][O][C][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#C][C][Branch1][C][C][=C][NH1][C][=N][C][Ring2][Ring1][C][Br],O=CN=CC=C(C=NC=CC(O)CC(F)F)CCl,O=CN=CC=C(C=NC=CC(O)CC(F)F)CCl,True,True
122,[C][C][C][=C][Branch1][#Branch2][C][N][C@H1][C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C@@H1][Ring1][=Branch2][C][=C][Branch1][C][C][C][Branch1][C][F][=C][Ring1][O],CCC=C(CN[C@H1]CC=CC=CC)C(=O)C1=CC=C(C(N)=O)C[C@@H1]1C=C(C)C(F)=C,C=C(F)C(C)=C[C@H]1CC(C(N)=O)=CC=C1C(=O)C(=CCC)CN[CH]CC=CC=CC,True,True
123,[C][C][C@H1][Branch2][Ring1][Branch2][O][C][=N][C][Branch1][P][C][N][=C][Branch1][C][F][C][=C][Ring1][=Branch1][C][#N][Branch2][Ring1][C][=C][S][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][C][=O][C][Ring2][Ring1][=Branch1][C][=C][C][O],CC[C@H1](OC=NC(C1N=C(F)C=C1C#N)S)C=O,CC[C@@H](C=O)OC=NC(S)C1N=C(F)C=C1C#N,True,True
124,[C][C][C][=C][N][Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][Ring1][C][#C][C][=C][C][N][=C][Ring1][#Branch1][N][C][=C][C][=C][Branch1][C][C][N][=C][C][Ring1][=Branch1],CCC=CN(O)C(=O)C=C(C#C)C=CCN=CNC=CC1=C(C)N=CC1,C#CC(C=CCN=CNC=CC1=C(C)N=CC1)=CC(=O)N(O)C=CCC,True,True
125,[C][C][=C][N][C][=C][C][=N][C][Branch1][#C][N][C][C][Br][=C][C][=C][Ring1][N][O][C][Branch1][C][C][C][O][=C][C][Branch1][Ring1][C][C][=N][Ring2][Ring1][=Branch1],C1C=CNC=CC=NC(NCCBr)COCC(CC)=N1,CCC1=NCC=CNC=CC=NC(NCCBr)COC1,True,True
126,[C][C@][C][=C][C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=C][C][=C][C][Ring1][=Branch1][S][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][C][Branch1][C][F][=C][C][C@][Ring2][Ring1][O][C][=C][Ring2][Ring1][#Branch2][O],C[C@]C=C1C(S(=O)NC=CC2=CCC=CC2SC(=O)NC=N)C(C)=CC(F)=CC[C@]1C=CO,C[C]C=C1[C](C=CO)CC=C(F)C=C(C)C1S(=O)NC=CC1=CCC=CC1SC(=O)NC=N,True,True
127,[C][C][=C][C][=C][=N][C][Branch2][Ring1][C][C][Ring1][=Branch1][=C][Branch1][C][F][C][=C][Branch1][C][F][C][=C][Ring1][Ring2][C][O][Ring1][=Branch2][=C][Branch1][C][O][C][=C][Ring1][#C][C][=C][C][=C][Ring1][P][N][C][=C][O][C][Branch1][C][C][=C][Ring1][=Branch2],CC=C1C=C=NC(C1=C(F)C=C(F)C=CC)O,CC=CC(F)=CC(F)=C1C(=CC)C=C=NC1O,True,True
128,[C][=C][Branch1][C][O][C][=C][C][=N][C][=C][Branch1][Ring1][O][C][C][=N][Ring1][#Branch1][C@H1][Branch1][C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][Ring1][#Branch1][=C][C][Ring1][N][=O],C=C(O)C=CC=NC=C(OC)C=N,C=C(O)C=CC=NC=C(C=N)OC,True,True
129,[C][=C][Branch2][Ring2][#C][C][=N][O][C][C][=C][Branch2][Ring2][C][C][N][Branch1][#Branch1][C][=C][O][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C@][Ring1][=Branch1][C][=C][C][=C][Ring1][=C][C][O][C][=C][Ring2][Ring1][#Branch1][Br][C][=Branch1][C][=O][C][C@H1][Ring2][Ring1][=C][C][=Branch1][C][=O][O][C],C1=C(C=NOCC=C(C2N(C=COCNC(=O)[C@]C=C)C=C2COC=CBr)C=O)[C@H1]1C(=O)OC,C=C[C]C(=O)NCOC=CN1C=C(COC=CBr)C1C(C=O)=CCON=CC1=C[C@@H]1C(=O)OC,True,True
130,[C][C@H1][C][=C][C@@][Ring1][#Branch1][N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][C][C@H1][Ring1][S][C][=N][C][Branch1][C][C][=C][N][Ring1][Branch1][C][=C][Ring1][#C][C][Cl][C][=C][Branch1][Ring1][C][C][N][=C][Ring2][Ring1][N],C1[C@H1]C2=C[C@@]1NC=CC3=CC=C4C=C3NNC[C@H1]2C=NC(C)=CNC=C4CCl,CC1=CNC=C(CCl)c2ccc3c(c2)NNC[C@@H](C=N1)C1=C[C](C[CH]1)NC=C3,True,True
131,[C][C][C][=C][C][=C][C][=C][C][Branch2][Ring1][N][O][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][Ring1][N][Branch1][C][I][C][=N][Ring2][Ring1][C][=C][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch1],CCC=CC=C1C=C2C3(OC=CC=NC=CC(Cl)=CC13C(=O)N)C=N2,CCC=CC=C1C=C2N=CC23OC=CC=NC=CC(Cl)=CC13C(N)=O,True,True
132,[C][N][C][C][=Branch1][C][=O][C][C][=Branch1][Ring1][=C][Branch2][Ring2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][#C][C@H1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][=N][C][Branch1][Ring1][C][O][C][C][Ring1][S],CNCC(=O)CC=CC1=CC=NC=C1C([C@H1]COC(Cl)=CNCCO)CC,CCC([CH]COC(Cl)=CNCCO)c1cnccc1C=CCC(=O)CNC,True,True
133,[C][=C][Branch1][C][O][C][Branch2][Ring2][Branch1][C][C][=N][C][=C][Branch2][Ring1][N][/C][=C][/C][=C][C][Branch1][C][F][=C][Branch1][C][N][C][=C][C][=C][Ring1][Branch1][C][C][=C][Ring1][O][C][Branch1][C][C][=N][Ring1][S][O][C][=C][Ring2][Ring1][O],C1=C(O)C1(CC=NC=C(/C=C/C=CC(F)=C(N2)C=CC=C2CC=CCC)N)OC=C,C=COC1(CC=NC=C(N)/C=C/C=CC(F)=C2C=CC=C(CC=CCC)N2)C=C1O,True,True
134,[C][C][=C][Branch1][C][F][C][=N][C][Branch2][Ring1][C][O][C][C][Ring1][=Branch1][C][C@H1][Branch1][C][F][C][=C][C][=C][Ring1][=Branch1][I][C][C@H1][Ring2][Ring1][C][=N][=C],CC=C(F)C1=NC(OCC1C[C@H1](F)C=CC=CI)C[C@H1]N=C,C=N[CH]CC1N=C(C(F)=CC)C(C[C@H](F)C=CC=CI)CO1,True,True
135,[C][C][C][C][=N][N][Branch1][C][O][C][=C][C][Branch1][C][N][=C][PH1][Branch1][C][F][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][S][C][=Branch1][C][=O][C][O][C][Branch1][C][C][=O][C][S],CCCC=NN(O)C=CC(N)=C[PH1](F)C1=CC=CC(Cl)=C1SC(=O)COC(C)=O,CCCC=NN(O)C=CC(N)=C[PH](F)c1cccc(Cl)c1SC(=O)COC(C)=O,True,True
136,[C][C][Branch1][C][O][C][C][C][=C][C][=C][N][C][Branch1][C][N][Branch1][Ring1][C][N][Branch1][C][F][F][C][=N][Ring1][O],CC(O)CCC=CC=CNC(N)(CN)CF,CC(O)CCC=CC=CNC(N)(CN)CF,True,True
137,[N-1][=N+1][Branch2][Ring1][=C][O][C][C][N][Branch1][C][C][N][C][=C][C][Ring1][Ring2][N][Branch1][#C][C][=N][Ring1][=C][C][Branch1][C][O][C][=C][C][N][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][C],[N-1]=[N+1](OCCN(C)N1C=CC12NC=N)CC=C2C=C,C=CC1=CC[N+](=[N-])OCCN(C)N2C=CC12NC=N,True,True
138,[C][O][C][N][=C][Branch2][Ring1][#C][C][Branch1][C][C][N][N][=C][C][C][=Branch1][C][=O][C][Cl][=C][C][=C][C][=C][Branch1][C][Cl][C][=N][Ring1][#Branch1][C][=C][Ring1][N][=C][C][=C][Ring2][Ring1][Ring1][F][C],C1OCN=C(C(C)NN=CCC(=O)CCl)CC=C1F,CC(NN=CCC(=O)CCl)C1=NCOCC(F)=CC1,True,True
139,[C][C][S][C][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring1][O][C][=C][C][=Branch1][N][=C][C][=N][C][=C][Branch1][Ring1][C][=C][C][Ring1][=Branch2][=N][C][Branch1][C][Br][=C][Ring2][Ring1][=Branch2],C12CSC=CC(=O)C(=O)C1C=CC(=CC=NC=C(C=C)C)NC(Br)=C2,C=CC(C)=CN=CC=C1C=CC2C(=O)C(=O)C=CSCC2C=C(Br)N1,True,True
140,[C][C@@H1][C][O][C][C][=C][Ring1][=Branch1][C][C][C][O][C][C][Branch1][C][C][=C][Branch1][=Branch2][C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][C][C][=Branch1][C][=O][C@H1][Ring1][=N][C],C[C@@H1]1COCC=C1CC2COCC(C3)=C(CC=CC=CC)C2CC(=O)[C@H1]3C,CC=CC=CCC1=C2COCC(CC3=CCOC[C@H]3C)C1CC(=O)[C@@H](C)C2,True,True
141,[O][C][=N][C][Branch1][Branch2][C][C][Branch1][Ring1][C][=C][N][=N][C][Branch1][#Branch2][C][O][C][C][=C][C][Branch1][C][C][=C][N][=Ring1][=Branch1][=C][Ring1][#C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring2][Ring1][=Branch1][N],OC=NC(CC(C=C)N)=NC(COCC1=CCC)=CN1,C=CC(N)CC(N=CO)=NC1=CNC(=CCC)COC1,True,True
142,[C][C@@H1][C][=N][C][C][N][Branch1][=Branch2][C][Branch1][C][C][N][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][C][=C][Ring1][=C][C][Branch2][Ring1][=Branch1][C][C@@][Branch1][C][F][C][C@][Branch1][C][C][Branch1][C][O][C][=C][C][Branch1][C][C][=C][Ring1][=N][C][C],C[C@@H1]1C2=NC3CN(C(C)N3C)C2CC=C1C4(C[C@@](F)C[C@](C)(O)C=CC(C)=C4)CC,CCC1(C2=CCC3C(=NC4CN3C(C)N4C)[C@H]2C)C=C(C)C=C[C@@](C)(O)C[C](F)C1,True,True
143,[C][C][C][C][C][Branch2][Ring1][C][C][N][C][C][Branch1][O][C][C][C][Branch1][C][F][C][=N][Ring1][=N][C][N][=C][Branch1][Branch2][C][=Ring1][#Branch1][C][=N][Ring2][Ring1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][#Branch1][Ring1][S],C1CC2CC(CNCC(CCC(F)C=N2)C)N=C(CC=N1)C(C)C3C(=O)C=CC=C3,CC1CCC(F)C=NC2CCN=CCC(C(C)C3C=CC=CC3=O)=NC(CNC1)C2,True,True
144,[N][N][=C][N][Branch2][Ring1][=Branch1][C][=C][C][S@@][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][O][Ring1][=Branch1][C][C][=C][S][C][Branch1][#Branch1][O][C][C][Branch1][C][F][C][=C][Ring1][#Branch2][C][=C][C][Branch1][Ring1][C][=N][Ring2][Ring1][Ring1],N1N=CN(C=CC[S@@]2(=O)C=CCO2)C1C=N,N=CC1NN=CN1C=CC[S@@]1(=O)C=CCO1,True,True
145,[C][C][O][N][Branch1][#Branch1][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][S][C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][N][=C][Ring1][P][C][=C][Branch1][C][Br][C][=C][C][Branch1][=Branch2][C][=C][Ring1][Branch1][C][C][=C],CCON(C(=O)NC)N1C(C)=CSC1C=CC(=O)N=CC=C(Br)C2=CCC=C2CC=C,C=CCC1=CCC=C1C(Br)=CC=NC(=O)C=CC1SC=C(C)N1N(OCC)C(=O)NC,True,True
146,[C][C][Branch1][C][C][C][O][C][=C][C][C][=C][C][=Branch1][C][=N][C][C@H1][Branch1][C][N][C][=C][C][Branch1][=Branch2][N][C][=N][C][C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][Ring2][Ring1][C][=C][C][Branch1][#C][C][C][Ring2][Ring1][C][=O],CC(C)COC=CCC=CC(=N)C1[C@H1](N)C2=C3C(NC=NCCN)=C2C(=O)NC=C1CCCC3=O,CC(C)COC=CCC=CC(=N)C1C2=CNC(=O)C3=C(NC=NCCN)C(=C3[C@H]1N)C(=O)CCC2,True,True
147,[C][C@H1][Branch1][C][C][Branch1][Ring1][C][=O][C][Branch2][Ring2][Branch1][C][=C][C][N][=C][C][C][Branch2][Ring1][C][N][O][C][=C][Branch1][C][F][C][=C][Branch1][C][C][=C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][P],C=[C@H1]C,C=CC,True,True
148,[O][=C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][=N][C][Branch1][#Branch2][C][=C][C][=C][C][Branch1][C][O][=C][C][Ring1][#Branch1][=S][=C][Ring1][N][C][=C][C][=C][Branch1][O][C][C][C][=C][C][=C][Ring2][Ring1][#Branch2][N],O=CC(O)CC(=O)NC=NC(C=C1C=CC(O)=C)C1=S=CC=CC=CCCC=CC=CN,C=C(O)C=CC1=CC(N=CNC(=O)CC(O)C=O)C1=S=CC=CC=CCCC=CC=CN,True,True
149,[C][C@H1][Branch1][O][N][C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][C][O][C][Ring1][Branch2][Branch1][C][O][C][Branch1][=N][N][Branch1][C][C][O][C][C][C][=C][C][Ring1][N][C][=C][C][Ring1][#Branch1][F],C[C@H1](N1CC=C(Br)C=C1)NCOC(O)C(N(C)OCC2C=CC)C=CC2F,CC=CC1CON(C)C(C(O)OCN[C@H](C)N2C=CC(Br)=CC2)C=CC1F,True,True
150,[C][N][C][C][C][=C][C][=C][Branch1][#Branch2][C][N][=C][C][=C][Ring1][=Branch1][Ring1][Branch1][=N][O][C][Ring1][Branch1][N][C][=Ring1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C],CNCCC=CC=C(C1N=CC2=C1)NOC2NCC3=CC=CN=C3C,CNCCC=CC=C1NOC(NCc2cccnc2C)C2=CC1N=C2,True,True
151,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Ring1][C][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Ring1][=N][O][C][C][=C][Branch1][C][F][C][=C][C][Branch2][Ring1][C][Cl],CCOC(=O)C=CC=C(C1=CCC=O)NC=CC=CNC=C1OCC=C(F)C=CCCl,CCOC(=O)C=CC=C1NC=CC=CNC=C(OCC=C(F)C=CCCl)C1=CCC=O,True,True
152,[C][C][C][C][=C][C][O][C@@H1][Ring1][Branch1][C][C@H1][Branch1][C][O][C][C][N][Ring1][#Branch2][C][=C][Ring1][Branch1][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][S][Ring2][Ring1][Ring2],CCCC1=C2CO[C@@H1]1C[C@H1](O)C3CN2C=C3OC=C4C(C)=CC=C4Cl,CCCC1=C2CO[C@@H]1C[C@H](O)C1CN2C=C1OC=C1C(C)=CC=C1Cl,True,True
153,[C][N][C][=C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=C][O][C][=Branch1][C][=O][O][C][Branch1][C][Br][=C][C][Branch1][#Branch2][N][C][=C][C][Branch1][C][C][=C][C][=Ring1][Branch2][Ring1][=N][=C][Ring2][Ring1][O],C1NC=CN1C(=O)C(=O)OC=CC=COC(=O)OC(Br)=CCNC=CC(C)=CC,CC=C(C)C=CNCC=C(Br)OC(=O)OC=CC=COC(=O)C(=O)N1C=CNC1,True,True
154,[C][O][C][=C][C][Branch2][Ring1][Branch1][C][=C][/C][=C][Branch2][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][S][C][=C][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][F][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][C][=C][Branch1][C][O][C][C][Ring1],COC=CC(C=C1/C=CC=CC(=O)SC=CC(=O)C(C)F)=CC=C1C(O)C=C,C=CC(O)c1ccc(C=COC)cc1C=CC=CC(=O)SC=CC(=O)C(C)F,True,True
155,[F][C][C][=N][C][Branch1][#C][C][C][=C][C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][#Branch2][C][C][=N][O][C][Branch1][C][C][=C][Ring1][=C][C][=N][C@][Branch1][C][Br][Branch1][C][F][C][=C][Ring1][=Branch1],FCC1=NC(C2C=CC(C(=O)O1)C)C=NOC(C)=C2C=N[C@](Br)(F)C=C,C=C[C@](F)(Br)N=CC1=C(C)ON=CC2N=C(CF)OC(=O)C(C)C=CC12,True,True
156,[C][C][=Branch1][Ring1][=C][O][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][Branch1][Ring1][C][C][=C][C][=C][N][Branch1][C][C][=Branch1][C][=O][N][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][=C][Branch1][=Branch2][C][C][=C][C][=C][Ring1][S][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],CC(=CO)C(=O)C=C(F)C=C(CC)CC=CN(C)C=O,CCC(=CC(F)=CC(=O)C(C)=CO)CC=CN(C)C=O,True,True
157,[C][C][C][S][C][Branch1][N][C][=N][C][O][C][Ring1][=Branch1][=C][Ring1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Branch1][Branch2][C][=N][C][Ring1][N][=Ring1][=Branch2][C][=C][O][C][=C][Ring2][Ring1][Ring1][F],C1CCSC(C=NC2OC3=C1C)=C4C=C(F)C=C(C=NC34)C=COC=C2F,CC1=C2OC3N=CC(=C4C=C(F)C=C(C=COC=C3F)C=NC42)SCCC1,True,True
158,[O][=C][Branch1][=C][=N][C][=C][C][=C][C][=C][C][N][=C][Ring1][=C][C][=C][Branch1][C][O][N][=C][C][=C][Branch1][Branch2][C][=Branch1][C][=O][N][Branch1][=Branch1][C][Branch1][C][O][=O][C][=C][Ring1][=C][C][C][Branch1][=C][O][C][=C][C][=C][Ring1][Branch1][=C][Ring2][Ring1][=Branch1],O=C(NC=CC=CC=CCN=CC)C1(O)N=CC=C(C(=O)NC(O)=O)C=C1CCOC=CC=CC,CC=CC=COCCC1=CC(C(=O)NC(=O)O)=CC=NC1(O)C(=O)NC=CC=CC=CCN=CC,True,True
159,[C][C][=C][C][=C][C][=C][Branch2][Ring1][=C][S][C][=Branch1][C][=O][C][C][N][Branch1][C][C][S][C][=C][Ring1][=C][C][Branch1][C][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2][C][=C][N][Ring1][=Branch1][C][Branch1][C][C][=N],CC=C1C2=CC=C(SC(=O)C3CN(C)SC=C2C(C)=C3C=C1C)CNC(C)=N,CC=C1C(C)=CC2=C(C)C3=CSN(C)CC2C(=O)SC(CNC(C)=N)=CC=C13,True,True
160,[N][#C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][N][C][Branch1][C][C][=C][Ring1][=N][=C][C][=C][Branch1][Ring1][S][C][=C][C][N][C][Ring1][=Branch2][=O][C][C][C][Ring1][#C][C][=C][C][=C][Ring2][Ring1][Branch2][O][C],N#CC=CC(C)=CCNC(C)=CC1C=C(SC)CCNC1=O,CSC1=CC(C=C(C)NCC=C(C)C=CC#N)C(=O)NCC1,True,True
161,[C][=Branch1][C][=O][N][=C][C][Branch1][C][C][=Branch1][C][=O][C@@H1][C][C][=C][Branch1][C][I][C][Branch1][#Branch1][C][=N][Ring1][Branch2][=C][C][=N][Ring1][#Branch2][C][C][Branch1][C][C][=C][C][Ring2][Ring1][=Branch2][C][C],C(=O)N=CC(C)(O1)[C@@H1]2CC=C(I)C(C=N2)=N1,CC1(C=NC=O)ON=C2C=N[C@H]1CC=C2I,True,True
162,[N][C][=C][C][=C][C][=C][Ring1][=N][C][=N][C][Branch1][C][C][O][Branch2][Ring1][#Branch1][N][C][=Ring1][O][N][C][=Branch1][Ring2][=N][C][C][Ring1][=Branch1][C][=C][S][C][Ring1][=Branch1],N1C=CC=CC2=C1C=NC(C)O2,CC1N=CC2=C(C=CC=CN2)O1,True,True
163,[C][C@@H1][C][=C][Branch2][Ring1][C][O][C][=Branch1][C][=O][N][C][=C][NH1][C][=C][C][Ring1][=Branch1][=O][C][C][C][=C][Ring1][P][Cl][C][C][=C][Branch1][C][C][C][Ring1][=Branch1][C][C][Branch1][C][C][C][N],C1[C@@H1]C=C(OC(=O)NC2=C[NH1]C=CC2=O)C=C1Cl,O=C(Nc1c[nH]ccc1=O)OC1=C[CH]CC(Cl)=C1,True,True
164,[O][=C][N][C][C][S][C][=C][Branch1][Branch2][C][=Branch1][C][=S][C][Ring1][O][=O][=C][C][=Branch1][Branch1][=N][C][C][Ring1][#Branch1][C][F],O=CNCCSC=C(C(=S)C1)OCC(=NCC1)CF,O=CNCCSC=C1OCC(CF)=NCCCC1=S,True,True
165,[C][=C][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][C][=Branch1][#Branch2][=C][C][Branch1][C][F][C][=N][C][Branch1][C][S][Ring1][Ring1][C][C][N][=C][C][Ring1][=N][C][=Branch1][C][=O][C][=C][Ring1][Ring1][C],C=CC(=O)NC=C(Cl)C=C1CC1=CC(F)C=NCS,C=CC(=O)NC=C(Cl)C=C1CC1=CC(F)C=NCS,True,True
166,[O][=C][C][=Branch1][C][=O][C][=C][C][O][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][Branch1][#Branch2][C][=N][C][C][O][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2][N][C][C],O=CC(=O)C=C1COC(C(=O)NC=CCC=NCCOC=C)C=CC(Cl)=CC=CC=C1NCC,C=COCCN=CCC=CNC(=O)C1C=CC(Cl)=CC=CC=C(NCC)C(=CC(=O)C=O)CO1,True,True
167,[C][#C][C][C][=C][O][C][=Branch1][C][=O][N][C][C][Ring1][=Branch1][C][=C][Branch1][S][C][=C][C][C][Branch1][=Branch1][C][Branch1][C][O][C][C][Ring1][=Branch2][C][C][=Branch1][C][=O][C][=C][Ring1][S][F],C#CCC=COC(=O)NCC1C=C(C=CCC(C(O)C)CC)C(=O)C=C1F,C#CCC=COC(=O)NCC1C=C(C=CCC(CC)C(C)O)C(=O)C=C1F,True,True
168,[C][C][=Branch1][C][=O][C][Branch1][N][C][=C][C][Branch1][=Branch1][C][=C][O][C][=O][C][Ring1][=Branch1][C][Branch1][C][N][C][=C][C][#N][=C][Branch1][C],C1C(=O)C1(C=CC(C=COC=O)C)C(N)C=CC#N,CC(C=COC=O)C=CC1(C(N)C=CC#N)CC1=O,True,True
169,[C][N][NH1][N][=C][Branch2][Ring1][C][C][C][N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][O][C][=C][Ring1][O][C][=Branch1][C][=O][O][C][Ring2][Ring1][C][=O][C][Ring2][Ring1][C],C1N[NH1]N=C(CC2NC3=C4C=C2C(F)(F)F)CC1(C=C4C(=O)OC)OC3,COC(=O)C1=CC23CNNN=C(CC4NC(=C1C=C4C(F)(F)F)CO2)C3,True,True
170,[C][C][O][C][=Branch1][C][=O][Branch2][Ring1][C][C][Branch1][S][N][Branch1][=Branch1][O][C][=C][=O][=C][C][=C][Branch1][=C][C][=N][Ring1][Branch2][C][O][C][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring2][S][C][Branch1][C][C][=N][Ring2][Ring1][Ring1],CCOC=O,CCOC=O,True,True
171,[C][C][=C][C][=N][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][N][C][=N][C][Branch1][Branch2][C][=N][C][Branch1][C][C][=C][Branch1][O][C][=C][Ring1][=Branch1][C][C][S][C][=Ring1][N][C][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][=N],CC=CC=NC=C(F)C=CC(=O)NC=NC(C=NC(C)=C)(C=CCCSC)CC=O,C=C(C)N=CC(C=CCCSC)(CC=O)N=CNC(=O)C=CC(F)=CN=CC=CC,True,True
